SK_ID_CURR;PAYMENT_RATE;EXT_SOURCE_1;EXT_SOURCE_3;EXT_SOURCE_2;DAYS_BIRTH;AMT_ANNUITY;DAYS_EMPLOYED;INSTAL_DAYS_ENTRY_PAYMENT_MAX;DAYS_ID_PUBLISH;ACTIVE_DAYS_CREDIT_MAX;DAYS_EMPLOYED_PERC;APPROVED_CNT_PAYMENT_MEAN;ANNUITY_INCOME_PERC;INSTAL_AMT_PAYMENT_MIN;DAYS_REGISTRATION;INSTAL_DPD_MEAN;ACTIVE_DAYS_CREDIT_ENDDATE_MIN;PREV_CNT_PAYMENT_MEAN;AMT_CREDIT;AMT_GOODS_PRICE;INSTAL_DAYS_ENTRY_PAYMENT_MEAN;CLOSED_DAYS_CREDIT_MAX;BURO_AMT_CREDIT_MAX_OVERDUE_MEAN;APPROVED_DAYS_DECISION_MAX;REGION_POPULATION_RELATIVE;POS_MONTHS_BALANCE_SIZE;INSTAL_DBD_SUM;DAYS_LAST_PHONE_CHANGE;OWN_CAR_AGE
340007;0.0482779168156358;0.772103371414423;0.5797274227921155;0.7198779181269931;-13104;36459.0;-1399.0;-177.0;-4766;-169.0;0.1067612942612942;16.0;0.1080266666666666;8.505;-2480.0;0.9285714285714286;563.0;16.0;755190.0;675000.0;-1062.2857142857142;-518.0;0.0;-520.0;0.006207;34.0;414.0;-2179.0;7.0
224801;0.036015221527589;0.5733352268013883;0.5209728023906156;0.6939805816179878;-16481;47700.0;-2438.111433881319;-33.0;-8;-116.0;0.15965404809605363;13.564952534417113;0.1183035714285714;2.115;-4048.0;0.8214285714285714;980.0;14.460984794930921;1324440.0;1170000.0;-1643.8125;-2595.0;5024.80580785629;-603.8499598200539;0.072508;29.774226071123586;118.0;-3231.0;11.935569667230217
101270;0.07739;0.7326715487470679;0.6296742509538716;0.2379088018533567;-22731;69651.0;-2438.111433881319;-30.0;-4432;-328.0;0.15965404809605363;36.0;0.1719777777777777;17341.02;-9872.0;0.0;872.0;36.0;900000.0;900000.0;-209.41666666666663;-912.3653009316727;5024.80580785629;-385.0;0.072508;12.0;245.0;0.0;11.935569667230217
179125;0.0468543593130779;0.5114609611727022;0.7544061731797895;0.6829643578251778;-15516;25537.5;-8381.0;-31.0;-4492;-484.0;0.5401521010569734;1.3333333333333333;0.1891666666666666;304.74;-9384.0;0.6923076923076923;244.0;1.3333333333333333;545040.0;450000.0;-523.9230769230769;-1492.0;2940.0;-381.0;0.025164;6.0;26.0;-381.0;11.935569667230217
129916;0.0606785220994475;0.5114609611727022;0.5478104658520093;0.5326310728974887;-23641;31630.5;-2438.111433881319;-1105.0;-5089;-158.0;0.15965404809605363;6.0;0.2008285714285714;4782.51;-383.0;0.0;89.0;6.0;521280.0;450000.0;-1313.2727272727273;-714.0;0.0;-1233.0;0.020713;13.0;204.0;-1528.0;11.935569667230217
386756;0.05128125;0.7440920509799845;0.1183643263674006;0.3043810875658228;-20909;29538.0;-2438.111433881319;-11.0;-4182;-48.0;0.15965404809605363;12.0;0.1458666666666666;16.335;-8323.0;0.810126582278481;-18.0;12.0;576000.0;576000.0;-588.9873417721519;-66.0;533.1750000000001;-950.0;0.018209;38.0;444.0;-1788.0;11.935569667230217
273239;0.0288186026008375;0.3274314079977168;0.2525986978339766;0.6838112896588532;-10978;23535.0;-479.0;-327.4202856331884;-2643;-49.0;0.0436327199854253;13.564952534417113;0.1046;5308.9662618204675;-4444.0;1.0412915515053063;1049.0;14.460984794930921;816660.0;585000.0;-928.8026798465575;-569.0;2399.4675;-603.8499598200539;0.022625;29.774226071123586;394.6311215515213;-1.0;2.0
417150;0.0443012770024513;0.7317338513412468;0.7238369900414456;0.1716190432201214;-22884;22527.0;-2438.111433881319;-401.0;-4106;-109.0;0.15965404809605363;12.0;0.1925384615384615;4999.59;-5670.0;0.0;-16.0;12.0;508495.5;454500.0;-564.0833333333334;-781.0;0.0;-757.0;0.025164;13.0;37.0;-757.0;11.935569667230217
417168;0.046822272215973;0.5114609611727022;0.3016248916841194;0.6275355467155205;-12495;29970.0;-3826.0;-637.0;-5186;-85.0;0.3062024809923969;12.0;0.2664;5360.355;-833.0;0.0;-2380.0;12.0;640080.0;450000.0;-1282.8333333333333;-374.0;0.0;-989.0;0.018029;39.0;414.0;-339.0;64.0
237795;0.05;0.2804470254711844;0.7209441499436497;0.6076608780433802;-12001;16875.0;-1554.0;-11.0;-4629;-425.4276400583754;0.1294892092325639;18.666666666666668;0.15;3.69;-359.0;0.1777777777777777;997.4778236986659;18.666666666666668;337500.0;337500.0;-736.8888888888889;-689.0;5024.80580785629;-227.0;0.018634;44.0;776.0;-1573.0;14.0
353460;0.051271883884483;0.5114609611727022;0.4066174366275036;0.1316605460942503;-12805;30838.5;-1062.0;-286.0;-4171;-43.0;0.0829363529871144;12.0;0.2284333333333333;34.74;-6056.0;3.7222222222222223;891.0;12.0;601470.0;450000.0;-442.1111111111111;-681.0;1758.654;-648.0;0.002042;13.0;159.0;-648.0;10.0
450179;0.0424977777777777;0.305325853950242;0.5531646987710016;0.4648585773468895;-16225;43029.0;-3822.0;-13.0;-1392;-2296.0;0.2355624036979969;6.5;0.19124;53.1;-5483.0;0.1176470588235294;997.4778236986659;6.5;1012500.0;1012500.0;-891.6764705882352;-1343.0;9895.5;-77.0;0.015221;19.0;232.0;-77.0;9.0
285633;0.0264925548405279;0.5114609611727022;0.3409064264152384;0.4305164293484344;-17228;30456.0;-501.0;-47.0;-781;-48.0;0.0290805665196192;8.4;0.1128;3506.31;-5977.0;0.0;71.0;8.4;1149606.0;823500.0;-596.1111111111111;-353.0;5024.80580785629;-108.0;0.006305;32.0;559.0;-1373.0;2.0
165673;0.0355876351653627;0.7610713002269864;0.5352762504724826;0.5364069967695175;-13623;29353.5;-189.0;-334.0;-4422;-253.0;0.0138735961242017;18.0;0.26092;15444.09;-1238.0;0.0555555555555555;124.0;18.0;824823.0;688500.0;-588.2777777777778;-912.3653009316727;0.0;-873.0;0.020713;19.0;60.0;-873.0;7.0
391117;0.0483960396039604;0.5114609611727022;0.5797274227921155;0.5934934286260195;-18562;21996.0;-668.0;-8.0;-2118;-734.0;0.0359875013468376;13.0;0.19552;0.0;-9715.0;3.2976190476190474;997.4778236986659;10.4;454500.0;454500.0;-1215.315476190476;-734.0;5024.80580785629;-329.0;0.015221;84.0;965.0;-1758.0;11.935569667230217
316846;0.079;0.3869681258823661;0.39071659090048283;0.546862834919219;-12907;17775.0;-464.0;-20.0;-32;-321.5436975263425;0.0359494847757031;10.0;0.09875;7.335;-2452.0;1.02020202020202;1174.0348147713262;10.0;225000.0;225000.0;-602.7777777777778;-844.4917836152093;7799.731343287409;-70.0;0.04622;48.0;658.0;-1530.0;18.0
359443;0.0608671947174726;0.6203590924699278;0.2650494299443805;0.6247406019499938;-14773;18085.5;-1224.0;-71.0;-4624;-178.0;0.0828538550057537;18.666666666666668;0.20095;2121.84;-6941.0;0.0;222.0;21.714285714285715;297130.5;256500.0;-913.4468085106384;-996.0;0.0;-827.0;0.010966;47.0;343.0;-1934.0;13.668690601900739
442176;0.0331466666666666;0.3869681258823661;0.445396241560834;0.3684238133438963;-11428;44748.0;-652.0;-141.0;-3649;-17.0;0.0570528526426321;8.4;0.19888;3587.31;-4806.0;0.0238095238095238;31092.0;7.428571428571429;1350000.0;1350000.0;-1450.857142857143;-1026.0;7799.731343287409;-440.0;0.028663;46.0;379.0;-516.0;8.0
321629;0.0293461888356971;0.3869681258823661;0.2721336844147212;0.7551347269948452;-14861;35419.5;-1585.0;-12.0;-4024;-236.0;0.10665500302806;5.5;0.1311833333333333;434.025;-7631.0;0.0;930.0;5.5;1206954.0;945000.0;-193.06896551724137;-197.0;0.0;-233.0;0.04622;12.0;147.0;-539.0;13.668690601900739
163508;0.0423678490005832;0.3869681258823661;0.6512602186973006;0.3654166934485264;-20830;35959.5;-1814.918800091596;-280.0;-4348;-217.0;0.12738813809229532;6.0;0.31964;4.185;-11569.0;9.0;86.0;6.0;848745.0;675000.0;-1943.642857142857;-1492.0;0.0;-424.0;0.018634;13.0;90.0;-424.0;26.0
100047;0.0293470064846931;0.3869681258823661;0.3201633668633456;0.306840586048305;-17482;35028.0;-1262.0;-1172.0;-1029;-420.0;0.0721885367806887;17.5;0.1729777777777777;4577.94;-1182.0;0.0;116.0;23.666666666666668;1193580.0;855000.0;-1888.1;-898.0;6759.3375;-1072.0;0.025164;22.0;82.0;-1075.0;13.668690601900739
364939;0.0511856666081152;0.1333070868567958;0.39071659090048283;0.4992857206973942;-10369;52452.0;-808.0;-109.0;-2489;-321.5436975263425;0.0779245828913106;9.0;0.46624;3630.24;-3118.0;0.0;1174.0348147713262;9.0;1024740.0;900000.0;-390.5;-844.4917836152093;7799.731343287409;-153.0;0.0196889999999999;10.0;88.0;-576.0;13.668690601900739
436226;0.0544653705953827;0.2566940444842967;0.3893387918468769;0.6330794623683216;-10173;32274.0;-1485.0;-38.0;-2464;-398.0;0.1459746387496313;16.0;0.2390666666666666;1.125;-2445.0;0.0;255.0;26.4;592560.0;450000.0;-657.6896551724138;-844.4917836152093;7799.731343287409;-777.0;0.007305;37.0;888.0;-787.0;11.0
146923;0.0324252873563218;0.3869681258823661;0.39071659090048283;0.0957602826592354;-22005;25389.0;-1814.918800091596;-7.0;-4096;-321.5436975263425;0.12738813809229532;27.6;0.3761333333333333;16.065;-4901.0;5.109090909090909;1174.0348147713262;30.857142857142858;783000.0;783000.0;-1272.0545454545454;-844.4917836152093;7799.731343287409;-86.0;0.005084;52.0;491.0;-392.0;13.668690601900739
344263;0.0586118478788443;0.1004869964121377;0.39071659090048283;0.3506762817437804;-12161;53797.5;-348.0;-25.0;-640;-321.5436975263425;0.0286160677575857;13.333333333333334;0.3415714285714286;4413.645;-720.0;0.032258064516129;1174.0348147713262;13.0;917860.5;850500.0;-320.6774193548387;-844.4917836152093;7799.731343287409;-470.0;0.010006;30.0;315.0;-707.0;0.0
349636;0.0542497040252565;0.1745804165551147;0.3312508645909018;0.5067913501709241;-11084;19795.5;-537.0;-242.0;-1929;-46.0;0.0484482136412847;15.0;0.1466333333333333;7892.325;-1686.0;0.0;686.0;15.0;364896.0;315000.0;-448.6666666666667;-844.4917836152093;7799.731343287409;-406.0;0.020713;14.0;152.0;-682.0;13.0
423689;0.0608223793217717;0.4499865123826143;0.3046721837533529;0.3535397302479799;-13986;19822.5;-2457.0;-7.0;-2792;-46.0;0.1756756756756756;12.0;0.1694230769230769;25.65;-443.0;0.71875;319.0;12.0;325908.0;247500.0;-178.1875;-2382.0;0.0;-292.0;0.020246;13.0;519.0;-396.0;7.0
329228;0.0324207011686143;0.3869681258823661;0.3996756156233169;0.3756321219279922;-22105;26217.0;-1814.918800091596;-17.0;-3913;-157.0;0.12738813809229532;10.0;0.1942;13501.035;-8995.0;0.0833333333333333;-1059.0;9.0;808650.0;675000.0;-218.5;-816.0;3063.0825;-198.0;0.031329;13.0;217.0;-415.0;13.668690601900739
433720;0.0444578729281767;0.3869681258823661;0.0600353828621645;0.3318956201170673;-22848;13905.0;-1814.918800091596;-331.91669109947645;-2681;-130.0;0.12738813809229532;13.905917029864602;0.1103571428571428;3955.4875338220018;-2687.0;1.3368861260032832;-74.0;15.31257195502607;312768.0;270000.0;-833.0045305886763;-844.4917836152093;7799.731343287409;-594.2458857696031;0.018634;26.61132043520596;345.9432065672642;-1231.0;13.668690601900739
382428;0.0542455932649302;0.1379418874403461;0.39071659090048283;0.5525462849692974;-11126;29691.0;-2526.0;-99.0;-1398;-321.5436975263425;0.2270357720654323;9.2;0.082475;15555.375;-10333.0;0.0;1174.0348147713262;9.5;547344.0;472500.0;-320.5833333333333;-844.4917836152093;7799.731343287409;-10.0;0.018634;17.0;323.0;-1006.0;13.668690601900739
105081;0.0643360401241939;0.3869681258823661;0.2793353208976285;0.4351921854358538;-15143;19395.0;-1365.0;-676.0;-1413;-266.0;0.0901406590503863;12.0;0.1231428571428571;3083.085;-1378.0;0.0;99.0;12.0;301464.0;238500.0;-786.5714285714286;-844.4917836152093;7799.731343287409;-878.0;0.025164;9.0;242.0;0.0;13.668690601900739
142716;0.0512938230383973;0.3869681258823661;0.1082263226697141;0.1825854979533976;-19952;27652.5;-2884.0;-31.0;-3439;-345.0;0.1445469125902165;12.0;0.2275925925925926;94.05;-3287.0;0.0;-1076.0;18.0;539100.0;450000.0;-297.62068965517244;-1216.0;0.0;-352.0;0.008068;12.0;364.0;-681.0;18.0
448568;0.0483;0.1810451819231668;0.3774042489507649;0.2590472064918925;-11236;32602.5;-3075.0;-20.0;-1476;-469.0;0.2736739053043788;6.0;0.1035;9.045;-1020.0;0.0;261.0;6.0;675000.0;675000.0;-222.54545454545453;-525.0;0.0;-317.0;0.018209;7.0;171.0;-658.0;19.0
186206;0.0919630524861878;0.2948902532047879;0.3233112448967859;0.1307134374260311;-13227;47938.5;-1655.0;-15.0;-25;-156.0;0.1251228547667649;10.666666666666666;0.21306;9.99;-2699.0;0.3333333333333333;392.0;11.2;521280.0;450000.0;-259.7619047619048;-844.4917836152093;0.0;-140.0;0.006852;21.0;275.0;-608.0;3.0
107663;0.0292362270450751;0.3869681258823661;0.2807895743848605;0.4309614748822902;-20459;31522.5;-1814.918800091596;-25.0;-1362;-284.0;0.12738813809229532;28.0;0.1459375;16486.92;-6047.0;0.0;-223.0;52.61538461538461;1078200.0;900000.0;-665.7368421052631;-442.0;450.0;-224.0;0.035792;40.0;808.0;-497.0;13.668690601900739
172305;0.0673321554770318;0.3869681258823661;0.6296742509538716;0.3394096876766052;-10151;17149.5;-784.0;-2258.0;-1827;-321.5436975263425;0.077233770071914;12.0;0.1088857142857142;2478.87;-322.0;1.75;1174.0348147713262;16.0;254700.0;225000.0;-2442.75;-844.4917836152093;7799.731343287409;-2635.0;0.0072739999999999;13.0;66.0;-445.0;13.668690601900739
173849;0.0683023255813953;0.3869681258823661;0.39071659090048283;0.3062409336897952;-9560;13216.5;-602.0;-331.91669109947645;-182;-321.5436975263425;0.0629707112970711;12.0;0.1631666666666666;3955.4875338220018;-319.0;1.3368861260032832;1174.0348147713262;12.0;193500.0;193500.0;-833.0045305886763;-844.4917836152093;7799.731343287409;-29.0;0.019101;1.0;345.9432065672642;-29.0;13.668690601900739
428417;0.0801728844404003;0.3869681258823661;0.39071659090048283;0.4934802466435652;-19974;39649.5;-788.0;-117.0;-3521;-321.5436975263425;0.0394512866726744;10.0;0.17622;9841.14;-3723.0;0.0;1174.0348147713262;11.0;494550.0;450000.0;-251.0;-844.4917836152093;7799.731343287409;-411.0;0.0145199999999999;11.0;100.0;-411.0;13.668690601900739
243973;0.0293977821755906;0.3869681258823661;0.3360615207658242;0.7470157447972402;-13254;23931.0;-4400.0;-17.0;-3250;-741.0;0.3319752527538856;26.857142857142858;0.10636;74.565;-6280.0;0.202127659574468;560.0;26.857142857142858;814041.0;679500.0;-1405.6117021276596;-844.4917836152093;7799.731343287409;-118.0;0.04622;75.0;1980.0;-1532.0;13.668690601900739
447007;0.0488771466314399;0.3869681258823661;0.39071659090048283;0.5754280055825853;-13178;26640.0;-91.0;-371.0;-305;-321.5436975263425;0.0069054484747306;12.0;0.1793939393939393;401.67;-3156.0;5.055555555555555;1174.0348147713262;24.0;545040.0;450000.0;-500.6111111111111;-844.4917836152093;7799.731343287409;-727.0;0.010006;13.0;221.0;-727.0;13.668690601900739
